job_id,stage_id,task_id,job_arrival_t,task_start_t,task_end_t,task_dur,job_end_t,job_dur
62,3,14,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,1,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,7,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,4,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,10,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,13,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,19,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,3,16,7363464.439691283,7368972.539691282,7370072.689691283,1100,7372073.689691279,8609
62,4,2,7363464.439691283,7370072.689691283,7371172.789691282,1100,7372073.689691279,8609
62,4,8,7363464.439691283,7370072.689691283,7371172.789691282,1100,7372073.689691279,8609
62,4,5,7363464.439691283,7371172.789691282,7371272.889691282,100,7372073.689691279,8609
62,4,11,7363464.439691283,7371172.789691282,7371272.889691282,100,7372073.689691279,8609
62,4,17,7363464.439691283,7371272.889691282,7371372.989691282,100,7372073.689691279,8609
62,4,14,7363464.439691283,7371272.889691282,7371372.989691282,100,7372073.689691279,8609
62,4,1,7363464.439691283,7371372.989691282,7371473.089691281,100,7372073.689691279,8609
62,4,4,7363464.439691283,7371372.989691282,7371473.089691281,100,7372073.689691279,8609
62,4,10,7363464.439691283,7371473.089691281,7371573.189691281,100,7372073.689691279,8609
62,4,7,7363464.439691283,7371473.089691281,7371573.189691281,100,7372073.689691279,8609
62,4,13,7363464.439691283,7371573.189691281,7371673.289691281,100,7372073.689691279,8609
62,4,16,7363464.439691283,7371573.189691281,7371673.289691281,100,7372073.689691279,8609
62,4,19,7363464.439691283,7371673.289691281,7371773.38969128,100,7372073.689691279,8609
62,4,3,7363464.439691283,7371673.289691281,7371773.38969128,100,7372073.689691279,8609
62,4,0,7363464.439691283,7371773.38969128,7371873.48969128,100,7372073.689691279,8609
62,4,6,7363464.439691283,7371773.38969128,7371873.48969128,100,7372073.689691279,8609
62,4,9,7363464.439691283,7371873.48969128,7371973.589691279,100,7372073.689691279,8609
62,4,15,7363464.439691283,7371873.48969128,7371973.589691279,100,7372073.689691279,8609
62,4,12,7363464.439691283,7371973.589691279,7372073.689691279,100,7372073.689691279,8609
62,4,18,7363464.439691283,7371973.589691279,7372073.689691279,100,7372073.689691279,8609
63,0,4,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,1,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,7,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,13,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,10,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,16,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,19,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,0,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,6,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,3,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,9,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,12,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,18,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,15,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,2,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,5,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,11,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,8,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,14,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,0,17,7520585.621529202,7522585.621529202,7523686.071529202,1100,7525688.071529204,5102
63,1,0,7520585.621529202,7523686.071529202,7524786.271529202,1100,7525688.071529204,5102
63,1,6,7520585.621529202,7523686.071529202,7524786.271529202,1100,7525688.071529204,5102
63,1,3,7520585.621529202,7524786.271529202,7524886.471529203,100,7525688.071529204,5102
63,1,9,7520585.621529202,7524786.271529202,7524886.471529203,100,7525688.071529204,5102
63,1,12,7520585.621529202,7524886.471529203,7524986.671529203,100,7525688.071529204,5102
63,1,18,7520585.621529202,7524886.471529203,7524986.671529203,100,7525688.071529204,5102
63,1,15,7520585.621529202,7524986.671529203,7525086.871529203,100,7525688.071529204,5102
63,1,2,7520585.621529202,7524986.671529203,7525086.871529203,100,7525688.071529204,5102
63,1,5,7520585.621529202,7525086.871529203,7525187.071529203,100,7525688.071529204,5102
63,1,11,7520585.621529202,7525086.871529203,7525187.071529203,100,7525688.071529204,5102
63,1,8,7520585.621529202,7525187.071529203,7525287.271529203,100,7525688.071529204,5102
63,1,14,7520585.621529202,7525187.071529203,7525287.271529203,100,7525688.071529204,5102
63,1,17,7520585.621529202,7525287.271529203,7525387.4715292035,100,7525688.071529204,5102
63,1,1,7520585.621529202,7525287.271529203,7525387.4715292035,100,7525688.071529204,5102
63,1,4,7520585.621529202,7525387.4715292035,7525487.671529204,100,7525688.071529204,5102
63,1,7,7520585.621529202,7525387.4715292035,7525487.671529204,100,7525688.071529204,5102
63,1,13,7520585.621529202,7525487.671529204,7525587.871529204,100,7525688.071529204,5102
63,1,10,7520585.621529202,7525487.671529204,7525587.871529204,100,7525688.071529204,5102
63,1,16,7520585.621529202,7525587.871529204,7525688.071529204,100,7525688.071529204,5102
63,1,19,7520585.621529202,7525587.871529204,7525688.071529204,100,7525688.071529204,5102
64,0,14,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,11,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,17,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,1,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,7,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,4,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,10,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,13,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,19,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,16,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,0,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,3,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,6,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,12,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,9,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,15,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,18,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,2,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,5,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,0,8,7688051.887030383,7690051.887030383,7691152.637030383,1100,7694453.487030382,6401
64,1,7,7688051.887030383,7691152.637030383,7692252.687030382,1100,7694453.487030382,6401
64,1,13,7688051.887030383,7691152.637030383,7692252.687030382,1100,7694453.487030382,6401
64,1,19,7688051.887030383,7691152.637030383,7692252.687030382,1100,7694453.487030382,6401
64,1,16,7688051.887030383,7691152.637030383,7692252.687030382,1100,7694453.487030382,6401
